featcode,rowindex,type,featconst,name,description,icon,mincharlevel,minattackbonus,minstr,mindex,minint,minwis,minspelllvl,prereqfeat1,prereqfeat2,gainmultiple,effectsstack,allclassescanuse,category,maxcr,spellid,successor,crvalue,usesperday,masterfeat,targetself,orreqfeat0,orreqfeat1,orreqfeat2,orreqfeat3,orreqfeat4,reqskill,toolscategories,hostilefeat,,scd_list,sol_list,sct_list,tec_list,drx_list,drc_list,jcn_list,jgd_list,jsn_list,sas_list,sld_list,sma_list,jwa_list,jma_list,jwm_list,,jcn_pc_granted,jgd_pc_granted,jsn_pc_granted,scd_granted,sol_granted,sct_granted,tec_granted,drx_granted,drc_granted,jcn_granted,jgd_granted,jsn_granted,sas_granted,sld_granted,sma_granted,jwa_granted,jma_granted,jwm_granted,,handmaiden,baodur,hanharr,hk47,g0t0,atton,kreia,exclusion,usetype,pips
MASTERCRAFT_WEAPONS_III,178,skip,FEAT_MASTERCRAFT_WEAPONS_III,48167,48170,if_mcraftwp03,****,****,****,****,****,****,****,176,177,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
MASTERCRAFT_ARMOR_I,179,skip,FEAT_MASTERCRAFT_ARMOR_I,48171,48174,if_mcraftar01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,180,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
MASTERCRAFT_ARMOR_II,180,skip,FEAT_MASTERCRAFT_ARMOR_II,48172,48175,if_mcraftar02,****,****,****,****,****,****,****,179,****,0,0,0,****,****,****,181,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
MASTERCRAFT_ARMOR_III,181,skip,FEAT_MASTERCRAFT_ARMOR_III,48173,48176,if_mcraftar03,****,****,****,****,****,****,****,179,180,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
DROID_INTERFACE,182,change,FEAT_DROID_INTERFACE,48183,48184,if_drdinterf,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_CLASS_AWARENESS,183,change,FEAT_CLASS_AWARENESS,Class Skill - Awareness,48186,if_clsskill01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_CLASS_SCIENCE,184,change,FEAT_CLASS_SCIENCE,Class Skill - Science,48188,if_clsskill02,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_CLASS_DEMOLITIONS,185,change,FEAT_CLASS_DEMOLITIONS,Class Skill - Demolitions,48190,if_clsskill03,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_CLASS_REPAIR,186,change,FEAT_CLASS_REPAIR,Class Skill - Repair,48192,if_clsskill04,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_CLASS_SECURITY,187,change,FEAT_CLASS_COMPUTERS,Class Skill - Security,48194,if_clsskill05,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_CLASS_STEALTH,188,change,FEAT_CLASS_STEALTH,Class Skill - Stealth,48196,if_clsskill06,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_CLASS_MEDICINE,189,change,FEAT_CLASS_MEDICINE,Class Skill - Medicine,48198,if_clsskill07,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_DUAL_STRIKE_1,190,change,FEAT_DUAL_STRIKE_1,Combat Ability - Dual Strike,48203,if_dualstrk01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,191,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_DUAL_STRIKE_2,191,change,FEAT_DUAL_STRIKE_2,Combat Ability - Improved Dual Strike,48205,if_dualstrk02,3,****,****,****,****,****,****,190,****,0,0,1,****,****,****,192,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_DUAL_STRIKE_3,192,change,FEAT_DUAL_STRIKE_3,Combat Ability - Expert Dual Strike,48207,if_dualstrk03,7,****,****,****,****,****,****,190,191,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_LIGHTSABER_FINESSE,193,change,FEAT_LIGHTSABER_FINESSE,Combat Ability - Lightsaber Finesse,48214,if_finesse01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MELEE_FINESSE,194,change,FEAT_MELEE_FINESSE,Combat Ability - Melee Weapon Finesse,48217,if_finesse02,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_MOBILITY,195,change,FEAT_MOBILITY,48314,48315,if_mobility,4,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_FORCE_REGENERATE,196,change,FEAT_REGENERATE_VITALITY_POINTS,Sith Ability - Force Regeneration,48319,if_regenvp,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_STEALTH_RUN,197,change,FEAT_STEALTH_RUN,Skill Ability - Stealth Run,48323,if_stlhrun,4,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_KINETIC_COMBAT,198,change,FEAT_KINETIC_COMBAT,Character Ability - Kinetic Combat,48353,if_kineticcomb,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
SURVIVAL,199,change,FEAT_SURVIVAL,48409,48410,if_survival,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_MANDALORIAN_COURAGE,200,change,FEAT_MANDALORIAN_COURAGE,Character Ability - Mandalorian Courage,48412,if_mandcourg,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_PERSONAL_CLOAKING_SHIELD,201,change,FEAT_PERSONAL_CLOAKING_SHIELD,Character Ability - Personal Cloaking Shield,48417,if_perscloak,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
MENTOR,202,change,FEAT_MENTOR,48418,48419,if_mentor,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_IMPLANT_SWITCHING,203,change,FEAT_IMPLANT_SWITCHING,Character Ability - Implant Switching,48428,if_implswtch,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_SPIRIT,204,change,FEAT_SPIRIT,Character Ability - Spirit,48444,if_spirit,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,236,****,****,****,****,****,****,****,****,****,****,1,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_FORCE_CHAIN,205,change,FEAT_FORCE_CHAIN,Character Ability - Force Chain,48450,if_forcechain,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_WAR_VETERAN,206,change,FEAT_WAR_VETERAN,Character Ability - War Veteran,48540,if_warvet,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_COMPLEX_UNARMED_ANIMATIONS,207,change,FEAT_COMPLEX_UNARMED_ANIMATIONS,Complex Unarmed Animations,****,****,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
WEAPON_PROF_WRIST_MOUNTED,208,change,FEAT_WEAPON_PROFICIENCY_WRIST_MOUNTED,48605,48606,if_weapprof08,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ECHANI_STRIKE,209,change,FEAT_ECHANI_STRIKE,Character Ability - Echani Strike,112315,if_echstrike01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,210,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
ECHANI_STRIKE_II,210,change,FEAT_ECHANI_STRIKE_III,112313,112316,if_echstrike02,****,****,****,****,****,****,****,209,****,0,0,0,****,****,****,211,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
ECHANI_STRIKE_III,211,change,FEAT_ECHANI_STRIKE_III,112314,112317,if_echstrike03,****,****,****,****,****,****,****,209,210,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_UNARMED_1,212,change,FEAT_UNARMED_1,Combat Specialty - Unarmed I,112321,if_unarmspec01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,213,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_UNARMED_2,213,change,FEAT_UNARMED_2,Combat Specialty - Unarmed II,112322,if_unarmspec02,3,****,****,****,****,****,****,212,****,0,0,0,****,****,****,214,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_UNARMED_3,214,change,FEAT_UNARMED_3,Combat Specialty - Unarmed III,112323,if_unarmspec03,7,****,****,****,****,****,****,212,213,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_UNARMED_4,215,change,FEAT_UNARMED_4,Combat Specialty - Unarmed IV,112327,if_unarmspec04,11,****,****,****,****,****,****,****,****,0,0,0,****,****,****,216,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_UNARMED_5,216,change,FEAT_UNARMED_5,Combat Specialty - Unarmed V,112328,if_unarmspec05,15,****,****,****,****,****,****,215,****,0,0,0,****,****,****,217,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
UNARMED_SPECIALIST_VI,217,change,FEAT_UNARMED_SPECIALIST_VI,112326,112329,if_unarmspec06,****,****,****,****,****,****,****,215,216,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
UNARMED_SPECIALIST_VII,218,change,FEAT_UNARMED_SPECIALIST_VII,112330,112927,if_unarmspec07,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,219,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
UNARMED_SPECIALIST_VIII,219,change,FEAT_UNARMED_SPECIALIST_VIII,112929,112928,if_unarmspec08,****,****,****,****,****,****,****,218,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_SHIELD_BREAKER,220,change,FEAT_SHIELD_BREAKER,Character Ability - Shield Breaker,119905,if_shieldbreak,****,****,****,****,****,****,****,****,****,0,0,0,****,3,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_REPULSOR_STRIKE,221,change,FEAT_REPULSOR_STRIKE,Character Ability - Repulsor Strike,120837,if_strike01,****,****,****,****,****,****,****,****,****,0,0,0,****,3,****,222,****,****,****,****,****,****,****,****,****,****,1,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
ELECTRICAL_STRIKE,222,change,FEAT_ELECTRICAL_STRIKE,120838,120839,if_strike02,****,****,****,****,****,****,****,221,****,0,0,0,****,6,****,223,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
GRAVITONIC_STRIKE,223,change,FEAT_GRAVITONIC_STRIKE,120840,120841,if_strike03,****,****,****,****,****,****,****,221,222,0,0,0,****,9,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
WOOKIEE_TOUGHNESS_II,224,change,FEAT_WOOKIEE_TOUGHNESS_II,121912,121913,if_wookieend02,****,****,****,****,****,****,****,95,****,0,0,0,****,****,****,225,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
WOOKIEE_TOUGHNESS_III,225,change,FEAT_WOOKIE_TOUGHNESS_III,121914,121915,if_wookieend03,****,****,****,****,****,****,****,95,224,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
XXXPRECISE_SHOT_IV,226,change,FEAT_PRECISE_SHOT_IV,121916,121917,if_preshot04,16,****,****,****,****,****,****,****,138,0,0,0,****,****,****,227,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
XXXPRECISE_SHOT_V,227,change,FEAT_PRECISE_SHOT_V,121918,121919,if_preshot05,20,****,****,****,****,****,****,226,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_ASSASSIN_PROTOCOL,228,change,FEAT_ASSASSIN_PROTOCOL,Character Ability - Assassin Protocol,123698,if_assassin01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,229,****,****,****,****,****,****,****,****,****,****,2,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
ASSASSIN_PROTOCOL_II,229,change,FEAT_ASSASSIN_PROTOCOL_II,123699,123700,if_assassin02,11,****,****,****,****,****,****,228,****,0,0,0,****,****,****,230,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
ASSASSIN_PROTOCOL_III,230,change,FEAT_ASSASSIN_PROTOCOL_III,123701,123702,if_assassin03,17,****,****,****,****,****,****,228,229,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_WOOKIE_RAGE,231,change,FEAT_WOOKIEE_RAGE_I,Character Ability - Wookie Rage,124118,if_wookrage01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,232,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
WOOKIEE_RAGE_II,232,change,FEAT_WOOKIEE_RAGE_II,124120,124121,if_wookrage02,11,****,****,****,****,****,****,231,****,0,0,0,****,****,****,233,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
WOOKIEE_RAGE_III,233,change,FEAT_WOOKIEE_RAGE_III,124122,124123,if_wookrage03,17,****,****,****,****,****,****,231,232,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
DROID_TRICK,234,change,FEAT_DROID_TRICK,114571,114572,ip_scram01,10,****,****,****,****,****,****,****,****,0,0,0,****,****,****,235,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
DROID_CONFUSION,235,change,FEAT_DROID_CONFUSION,49070,108458,ip_scram03,15,****,****,****,****,****,****,234,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x01,****,3
FIGHTING_SPIRIT,236,change,FEAT_FIGHTING_SPIRIT,125693,125694,if_spirit02,8,****,****,****,****,****,****,204,****,0,0,0,****,****,****,237,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x01,****,3
HEROIC_RESOLVE,237,change,FEAT_HEROIC_RESOLVE,125695,125696,if_spirit03,15,****,****,****,****,****,****,204,236,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
